,Position,Arousal,Score
527,"[72.31916, 1.363809, -85.59906]",1,0
528,"[72.31916, 1.363808, -85.59906]",1,0
529,"[72.31916, 1.363809, -85.59906]",1,0
530,"[72.31916, 1.363808, -85.59906]",1,0
531,"[72.31916, 1.363808, -85.59906]",1,0
532,"[72.31916, 1.36381, -85.59906]",1,0
533,"[72.31916, 1.363809, -85.59906]",1,0
534,"[72.31916, 1.36381, -85.59906]",1,0
535,"[72.31916, 1.363808, -85.59906]",1,0
536,"[72.31916, 1.363809, -85.59906]",1,0
537,"[72.31916, 1.363809, -85.59906]",1,0
538,"[72.31916, 1.363809, -85.59906]",1,0
539,"[72.31916, 1.363808, -85.59906]",1,0
540,"[72.31916, 1.36381, -85.59906]",1,0
541,"[72.31916, 1.363808, -85.59906]",1,0
542,"[72.31916, 1.363809, -85.59906]",1,0
543,"[72.31916, 1.363809, -85.59906]",1,0
544,"[72.31916, 1.363808, -85.59906]",1,0
545,"[72.31916, 1.363809, -85.59906]",1,0
546,"[72.31916, 1.363809, -85.59906]",1,0
547,"[72.31916, 1.363807, -85.59906]",1,0
548,"[72.31916, 1.363809, -85.59906]",1,0
549,"[72.31916, 1.363808, -85.59906]",1,0
550,"[72.31916, 1.363808, -85.59906]",1,0
551,"[72.31916, 1.363808, -85.59906]",1,0
552,"[72.31916, 1.363809, -85.59906]",1,0
553,"[72.31916, 1.363807, -85.59906]",1,0
554,"[72.31916, 1.363808, -85.59906]",0,0
555,"[72.31916, 1.363809, -85.59906]",0,0
556,"[72.31916, 1.363808, -85.59906]",0,0
557,"[72.31916, 1.363808, -85.59906]",0,0
558,"[72.31916, 1.36381, -85.59906]",0,0
559,"[72.31916, 1.363809, -85.59906]",0,0
560,"[72.31916, 1.363809, -85.59906]",0,0
561,"[72.31916, 1.363808, -85.59906]",0,0
562,"[72.31916, 1.363809, -85.59906]",0,0
563,"[72.31916, 1.363808, -85.59906]",0,0
564,"[72.31916, 1.363809, -85.59906]",0,0
565,"[72.31916, 1.363807, -85.59906]",0,0
566,"[72.31916, 1.363808, -85.59906]",0,0
567,"[72.31916, 1.363809, -85.59906]",0,0
568,"[72.31916, 1.363809, -85.59906]",0,0
569,"[72.31916, 1.363809, -85.59906]",0,0
570,"[72.31916, 1.363809, -85.59906]",0,0
571,"[72.31916, 1.363809, -85.59906]",0,0
572,"[72.31916, 1.36381, -85.59906]",0,0
573,"[72.31916, 1.363808, -85.59906]",0,0
574,"[72.31916, 1.363809, -85.59906]",0,0
575,"[72.31916, 1.363808, -85.59906]",0,0
576,"[72.31916, 1.363808, -85.59906]",0,0
577,"[72.31916, 1.363809, -85.59906]",0,0
578,"[72.31916, 1.363809, -85.59906]",0,0
579,"[72.31916, 1.363807, -85.59906]",0,0
580,"[72.31916, 1.363808, -85.59906]",0,0
581,"[72.31916, 1.363809, -85.59906]",0,0
582,"[72.31916, 1.363809, -85.59906]",0,0
583,"[72.31916, 1.363808, -85.59906]",0,0
584,"[72.31916, 1.363809, -85.59906]",1,0
585,"[72.31916, 1.363807, -85.59906]",1,0
586,"[72.31916, 1.363808, -85.59906]",1,0
587,"[72.31916, 1.363809, -85.59906]",1,0
588,"[72.31916, 1.363808, -85.59906]",1,0
589,"[72.31916, 1.363809, -85.59906]",1,0
590,"[72.31916, 1.363808, -85.59906]",1,0
591,"[72.31916, 1.36381, -85.59906]",1,0
592,"[72.31916, 1.363809, -85.59906]",1,0
593,"[72.31916, 1.363808, -85.59906]",1,0
594,"[72.31916, 1.363809, -85.59906]",1,0
595,"[72.31916, 1.363808, -85.59906]",1,0
596,"[72.31916, 1.363808, -85.59906]",1,0
597,"[72.31916, 1.363807, -85.59906]",1,0
598,"[72.31916, 1.363808, -85.59906]",1,0
599,"[72.31916, 1.363808, -85.59906]",1,0
