,Position,Arousal,Score
249,"[-67.07960510253906, 1.3881134986877441, 368.67608642578125]",0,6.0
250,"[-65.28690338134766, 1.3876419067382812, 361.2518310546875]",0,6.0
251,"[-62.78269577026367, 1.383120059967041, 351.9643859863281]",0,6.0
252,"[-59.36731719970703, 1.385016679763794, 339.9422607421875]",0,6.0
253,"[-56.851619720458984, 1.3988677263259888, 326.0561828613281]",0,6.0
254,"[-57.40923309326172, 5.261702060699463, 314.4309387207031]",0,6.0
255,"[-57.490379333496094, 17.29120635986328, 307.7991027832031]",0,6.0
256,"[-56.38544845581055, 31.954479217529297, 313.2332763671875]",0,6.0
257,"[-53.87370300292969, 35.93691635131836, 330.5855407714844]",0,6.0
258,"[-51.32443618774414, 20.62636947631836, 342.9765319824219]",0,6.0
259,"[-49.02330017089844, 2.2957873344421387, 305.0892333984375]",0,6.0
260,"[-48.062808990478516, 3.0151243209838867, 278.2705383300781]",0,6.0
261,"[-47.270023345947266, 2.5703983306884766, 255.8564453125]",0,6.0
262,"[-46.00002670288086, 1.4507958889007568, 222.3997039794922]",0,6.0
263,"[-45.44594955444336, 1.3927481174468994, 209.8165740966797]",0,6.0
264,"[-44.78382110595703, 1.3819501399993896, 198.39395141601562]",0,6.0
265,"[-44.10559844970703, 1.384432315826416, 186.8564910888672]",0,6.0
266,"[-43.699798583984375, 1.383531928062439, 176.42050170898438]",0,6.0
267,"[-43.58290100097656, 1.406934380531311, 167.9739990234375]",0,6.0
268,"[-44.1751594543457, 1.4384839534759521, 160.93031311035156]",0,6.0
269,"[-45.477516174316406, 1.4251090288162231, 155.20852661132812]",0,7.0
270,"[-47.506534576416016, 1.3959609270095825, 150.30897521972656]",0,7.0
271,"[-52.99799728393555, 1.3821368217468262, 140.16580200195312]",0,7.0
272,"[-55.95634460449219, 1.3818397521972656, 135.10809326171875]",0,7.0
273,"[-59.61504364013672, 1.3834892511367798, 128.7118682861328]",0,7.0
274,"[-63.61568069458008, 1.3835668563842773, 121.10897827148438]",0,7.0
275,"[-67.8368148803711, 1.3834246397018433, 112.49309539794922]",0,7.0
276,"[-71.70500183105469, 1.3838484287261963, 104.21067810058594]",0,7.0
277,"[-74.82976531982422, 1.3838778734207153, 97.42717742919922]",0,7.0
278,"[-77.29444122314453, 1.3839000463485718, 91.85289001464844]",0,7.0
279,"[-79.17855072021484, 1.3834493160247803, 86.00198364257812]",0,7.0
280,"[-80.42063903808594, 1.3870044946670532, 79.9337387084961]",0,7.0
281,"[-80.96112823486328, 1.3989671468734741, 73.99246215820312]",0,7.0
282,"[-80.7739486694336, 1.3904155492782593, 67.29041290283203]",0,7.0
283,"[-79.80574798583984, 1.3826496601104736, 59.716285705566406]",0,7.0
284,"[-77.90283966064453, 1.3887606859207153, 51.18471908569336]",0,7.0
285,"[-75.0858154296875, 1.3875887393951416, 41.958648681640625]",0,7.0
286,"[-72.13996124267578, 1.3879629373550415, 33.274105072021484]",0,7.0
287,"[-69.59455108642578, 1.3886961936950684, 25.156600952148438]",0,7.0
288,"[-67.7658920288086, 1.388688564300537, 16.61757469177246]",0,7.0
289,"[-67.33918762207031, 1.3874433040618896, 7.70672082901001]",0,7.0
290,"[-69.02300262451172, 1.3882427215576172, -8.646170616149902]",0,7.0
291,"[-73.36847686767578, 1.3886653184890747, -23.214567184448242]",0,7.0
