model,game,frequency,signal,prediction,task,weight,n_runs,score_mean,score_ci,behavior_mean,behavior_ci,arousal_mean,arousal_ci,arousal_return_mean,arousal_return_ci,playerStanding_mean,playerScore_mean,playerSpeed_mean,playerIsGrounded_mean,playerIsMidAir_mean,playerIsLooping_mean,playerIsCrashing_mean,playerIsOffRoad_mean,playerGasPedal_mean,playerSteering_mean,playerLap_mean,playerDistanceToWayPoint_mean,playerRespawn_mean,visibleBotCount_mean,botStanding_mean,botScore_mean,botSpeed_mean,botIsGrounded_mean,botIsLooping_mean,botIsOffRoad_mean,botIsCrashing_mean,botGasPedal_mean,botSteering_mean,botLap_mean,botDistanceToWayPoint_mean,botPlayerDistance_mean,visibleLoopCount_mean,playerStanding_ci,playerScore_ci,playerSpeed_ci,playerIsGrounded_ci,playerIsMidAir_ci,playerIsLooping_ci,playerIsCrashing_ci,playerIsOffRoad_ci,playerGasPedal_ci,playerSteering_ci,playerLap_ci,playerDistanceToWayPoint_ci,playerRespawn_ci,visibleBotCount_ci,botStanding_ci,botScore_ci,botSpeed_ci,botIsGrounded_ci,botIsLooping_ci,botIsOffRoad_ci,botIsCrashing_ci,botGasPedal_ci,botSteering_ci,botLap_ci,botDistanceToWayPoint_ci,botPlayerDistance_ci,visibleLoopCount_ci,scores_raw,arousal_raw,cluster,playerHasCollisions_mean,playerIsCollidingAbove_mean,playerIsCollidingBelow_mean,playerIsCollidingLeft_mean,playerIsCollidingRight_mean,playerIsFalling_mean,playerIsJumping_mean,playerSpeedX_mean,playerSpeedY_mean,playerHealth_mean,playerDamaged_mean,playerPointPickup_mean,playerPowerPickup_mean,playerHasPowerup_mean,playerKillCount_mean,botHasCollisions_mean,botIsCollidingBelow_mean,botIsCollidingLeft_mean,botIsCollidingRight_mean,botIsFalling_mean,botSpeedX_mean,botSpeedY_mean,botHealth_mean,pickUpsVisible_mean,pickUpPlayerDisctance_mean,playerDeath_mean,playerHasCollisions_ci,playerIsCollidingAbove_ci,playerIsCollidingBelow_ci,playerIsCollidingLeft_ci,playerIsCollidingRight_ci,playerIsFalling_ci,playerIsJumping_ci,playerSpeedX_ci,playerSpeedY_ci,playerHealth_ci,playerDamaged_ci,playerPointPickup_ci,playerPowerPickup_ci,playerHasPowerup_ci,playerKillCount_ci,botHasCollisions_ci,botIsCollidingBelow_ci,botIsCollidingLeft_ci,botIsCollidingRight_ci,botIsFalling_ci,botSpeedX_ci,botSpeedY_ci,botHealth_ci,pickUpsVisible_ci,pickUpPlayerDisctance_ci,playerDeath_ci,playerSpeedZ_mean,playerHealing_mean,playerShooting_mean,playerReloading_mean,playerProjectileCount_mean,playerProjectileDistance_mean,playerCrouching_mean,playerSprinting_mean,playerAimAtEnemy_mean,botSpeedZ_mean,botDamaged_mean,botShooting_mean,botProjectileCount_mean,botProjectilePlayerDistance_mean,botAimAtPlayer_mean,playerTriesShootOnReload_mean,playerSpeedZ_ci,playerHealing_ci,playerShooting_ci,playerReloading_ci,playerProjectileCount_ci,playerProjectileDistance_ci,playerCrouching_ci,playerSprinting_ci,playerAimAtEnemy_ci,botSpeedZ_ci,botDamaged_ci,botShooting_ci,botProjectileCount_ci,botProjectilePlayerDistance_ci,botAimAtPlayer_ci,playerTriesShootOnReload_ci
PPO,fps,Synchronized,Ordinal,Classification,Maximize,1.0,10,0.004,0.009,0.1,0.2262,0.0,0.0,0.7425,0.2814,,1.505833387374878,,,,,,,,,,,,0.6710833311080933,,,,,,,,,,,,,,,3.4064,,,,,,,,,,,,0.7274,,,,,,,,,,,,,,"[0.04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,,,,,,,,0.5849823355674744,-20.0,0.9145833849906921,0.013166666030883789,,,,0.00016666666488163173,,,,,,0.01646081730723381,0.0021166489459574223,0.298736035823822,,,0.0023333332501351833,,,,,,,,2.1985,0.0,0.1252,0.0191,,,,0.0004,,,,,,0.0246,0.0025,0.272,,,0.0036,0.59000814,0.024999999,0.6481666,0.08600001,0.0,0.0,0.0,0.0,8.333333e-05,0.026233155,0.00018214287,0.07817358,0.0,0.0,0.0129951835,0.0,2.1208,0.0254,0.3115,0.0702,0.0,0.0,0.0,0.0,0.0002,0.04,0.0004,0.1148,0.0,0.0,0.0211,0.0
PPO,fps,Asynchronized,Ordinal,Classification,Maximize,0.0,10,0.024,0.02,0.6,0.5002,0.3675,0.2511,0.3675,0.2511,,9.948333740234375,,,,,,,,,,,,1.361107349395752,,,,,,,,,,,,,,,8.632,,,,,,,,,,,,0.6402,,,,,,,,,,,,,,"[0.04, 0.04, 0.0, 0.0, 0.08, 0.0, 0.0, 0.04, 0.04, 0.0]","[0.125, 0.425, 0.125, 0.175, 0.775, 0.1, 0.95, 0.825, 0.15, 0.025]",0,,,,,,,,0.24947986006736755,-20.0,0.8665792346000671,0.021916666999459267,,,,0.0010000000474974513,,,,,,0.07368393242359161,0.007746444549411535,0.628451943397522,,,0.003999999724328518,,,,,,,,1.2012,0.0,0.1235,0.0208,,,,0.0008,,,,,,0.0411,0.0087,0.2574,,,0.0041,-1.4716315,0.032500003,0.82375,0.171,0.0,0.0,0.0,0.0,0.0095833335,0.090344295,0.0005700396,0.2399163,0.0,0.0,0.03567659,0.0,1.2822,0.0338,0.216,0.0471,0.0,0.0,0.0,0.0,0.007,0.0597,0.0004,0.1762,0.0,0.0,0.0332,0.0
PPO,fps,Asynchronized,Ordinal,Classification,Maximize,0.5,10,0.004,0.009,0.1,0.2262,0.92,0.1522,0.92,0.1522,,1.256666660308838,,,,,,,,,,,,0.18119998276233673,,,,,,,,,,,,,,,2.8428,,,,,,,,,,,,0.3213,,,,,,,,,,,,,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04, 0.0, 0.0, 0.0]","[0.875, 1.0, 1.0, 1.0, 1.0, 1.0, 0.325, 1.0, 1.0, 1.0]",0,,,,,,,,3.407557725906372,-20.000017166137695,0.9856208562850952,0.0029166669119149446,,,,0.00016666666488163173,,,,,,0.032309405505657196,0.0013566005509346724,0.10441616922616959,,,0.0005000000237487257,,,,,,,,1.1455,0.0,0.0325,0.0066,,,,0.0004,,,,,,0.037,0.0018,0.1532,,,0.0011,1.2550309,0.0025000002,0.52891666,0.10800002,0.0,0.0,0.0,0.0,0.00016666666,0.017209921,0.00019510582,0.018070972,0.0,0.0,0.004062037,0.0,1.4997,0.0041,0.3561,0.0789,0.0,0.0,0.0,0.0,0.0004,0.034,0.0004,0.0409,0.0,0.0,0.0092,0.0
PPO,fps,Asynchronized,Ordinal,Classification,Maximize,1.0,10,0.0,0.0,0.0,0.0,0.865,0.2184,0.865,0.2184,,0.0,,,,,,,,,,,,0.23516666889190674,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.2702,,,,,,,,,,,,,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.8, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.025, 1.0, 0.825]",0,,,,,,,,2.413794755935669,-20.0,0.9820917248725891,0.003083333605900407,,,,0.0,,,,,,0.002757029142230749,0.0005563425947912037,0.14921331405639648,,,0.0004999999655410647,,,,,,,,2.2361,0.0,0.0249,0.0044,,,,0.0,,,,,,0.0043,0.0006,0.2213,,,0.0008,-1.1670341,0.008333334,0.55008334,0.08,0.0,0.0,0.0,0.0,0.0,0.0042464235,2.7777778e-05,0.11547737,0.0,0.0,0.038731806,0.0,1.3205,0.0149,0.3436,0.0713,0.0,0.0,0.0,0.0,0.0,0.0065,0.0001,0.2152,0.0,0.0,0.0755,0.0
PPO,fps,Synchronized,Ordinal,Classification,Minimize,0.5,10,0.048,0.0352,1.2,0.8794,0.044,0.0343,0.705,0.2886,,17.952072143554688,,,,,,,,,,,,1.4492557048797607,,,,,,,,,,,,,,,14.0292,,,,,,,,,,,,0.6618,,,,,,,,,,,,,,"[0.08, 0.04, 0.0, 0.16, 0.04, 0.04, 0.0, 0.0, 0.04, 0.08]","[0.04, 0.04, 0.0, 0.16, 0.04, 0.04, 0.0, 0.0, 0.04, 0.08]",0,,,,,,,,1.6733644008636475,-20.0,0.9434916377067566,0.007916667498648167,,,,0.0020000000949949026,,,,,,0.028294455260038376,0.0010346623603254557,0.7284270524978638,,,0.00033333332976326346,,,,,,,,2.2002,0.0,0.0337,0.005,,,,0.0015,,,,,,0.0213,0.0007,0.2786,,,0.0005,-1.48082,0.111666664,0.9362499,0.18893752,0.0,0.0,0.0,0.0,0.015600001,0.030458221,0.0007545635,0.26914257,0.0,0.0,0.020716514,0.0,1.5098,0.0691,0.0898,0.0488,0.0,0.0,0.0,0.0,0.0124,0.0319,0.0006,0.1936,0.0,0.0,0.0326,0.0
PPO,fps,Synchronized,Ordinal,Classification,Minimize,1.0,10,0.012,0.0138,0.3,0.3456,0.008,0.0121,0.3975,0.2985,,5.391356945037842,,,,,,,,,,,,0.8155333399772644,,,,,,,,,,,,,,,6.2162,,,,,,,,,,,,0.7865,,,,,,,,,,,,,,"[0.0, 0.04, 0.0, 0.04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04]","[0.0, 0.04, 0.0, 0.04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,,,,,,,,-0.8840597867965698,-20.0,0.9112017750740051,0.01061666663736105,,,,0.0004999999655410647,,,,,,0.030333291739225388,0.0037220537196844816,0.426440954208374,,,0.001500000013038516,,,,,,,,1.4805,0.0,0.1144,0.0165,,,,0.0006,,,,,,0.0236,0.0056,0.2939,,,0.003,-0.17295143,0.04916667,0.60616666,0.133,0.0,0.0,0.0,0.0,0.004366667,0.09181559,0.00029212964,0.10551987,0.0,0.0,0.0050172857,0.0,1.9597,0.0596,0.3024,0.0682,0.0,0.0,0.0,0.0,0.0066,0.1601,0.0004,0.1145,0.0,0.0,0.0072,0.0
PPO,fps,Asynchronized,Ordinal,Classification,Minimize,0.5,9,0.0044,0.0102,0.1111,0.2562,0.8667,0.2085,0.8667,0.2085,,1.407407283782959,,,,,,,,,,,,1.6922221183776855,,,,,,,,,,,,,,,3.2455,,,,,,,,,,,,0.4975,,,,,,,,,,,,,,"[0.0, 0.04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.975, 0.925, 0.15, 0.975, 0.95, 0.875, 0.975, 0.975, 1.0]",0,,,,,,,,-1.0216434001922607,-20.0,0.9292917251586914,0.010370371863245964,,,,0.0001851851848186925,,,,,,0.06670862436294556,0.0011004109401255846,0.9008302688598633,,,0.0011111111380159855,,,,,,,,1.7291,0.0,0.0642,0.011,,,,0.0004,,,,,,0.0589,0.0011,0.1726,,,0.0017,-0.6198916,0.07962963,0.6089815,0.12555556,0.0,0.0,0.0,0.0,0.0025,0.027694037,0.00011419753,0.31269985,0.0,0.0,0.014354203,0.0,2.2904,0.0836,0.3578,0.0791,0.0,0.0,0.0,0.0,0.0029,0.0214,0.0002,0.2218,0.0,0.0,0.0223,0.0
PPO,fps,Asynchronized,Ordinal,Classification,Minimize,1.0,10,0.004,0.009,0.1,0.2262,0.8175,0.1876,0.8175,0.1876,,1.4024999141693115,,,,,,,,,,,,1.8382081985473633,,,,,,,,,,,,,,,3.1727,,,,,,,,,,,,0.6156,,,,,,,,,,,,,,"[0.0, 0.0, 0.04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.975, 0.925, 0.875, 0.875, 1.0, 1.0, 0.775, 0.625, 0.15, 0.975]",0,,,,,,,,-0.6984449028968811,-20.0,0.8640958666801453,0.02366666868329048,,,,0.00016666666488163173,,,,,,0.06105829402804375,0.0027049302589148283,0.8414629697799683,,,0.003833333496004343,,,,,,,,1.2843,0.0,0.1246,0.0244,,,,0.0004,,,,,,0.0465,0.0018,0.1701,,,0.0042,-0.903226,0.035833336,0.84366655,0.17400001,0.0,0.0,0.0,0.0,0.0056666667,0.07894935,0.00047797622,0.22076741,0.0,0.0,0.023819031,0.0,2.1355,0.0375,0.1813,0.0432,0.0,0.0,0.0,0.0,0.0064,0.0466,0.0008,0.1502,0.0,0.0,0.0269,0.0
DQN,fps,Synchronized,Ordinal,Classification,Maximize,0.0,7,0.0171,0.0198,0.4286,0.4944,0.0057,0.014,0.3964,0.3271,,5.475510120391846,,,,,,,,,,,,1.5244046449661255,,,,,,,,,,,,,,,6.3329,,,,,,,,,,,,1.0128,,,,,,,,,,,,,,"[0.0, 0.04, 0.0, 0.0, 0.04, 0.04, 0.0]","[0.0, 0.04, 0.0, 0.0, 0.0, 0.0, 0.0]",0,,,,,,,,0.034597110003232956,-20.0,0.8650713562965393,0.02190476283431053,,,,0.0007142857066355646,,,,,,0.06026199832558632,0.006353653501719236,0.6129855513572693,,,0.0038095240015536547,,,,,,,,2.3384,0.0,0.1428,0.0252,,,,0.0008,,,,,,0.0569,0.0117,0.3303,,,0.005,-1.81046,0.052380957,0.8465476,0.17571428,0.0,0.0,0.0,0.0,0.0023809525,0.051826302,0.00020502646,0.19305274,0.0,0.0,0.021392386,0.0,1.6286,0.0371,0.1494,0.0392,0.0,0.0,0.0,0.0,0.0032,0.0627,0.0003,0.1421,0.0,0.0,0.0351,0.0
DQN,fps,Synchronized,Ordinal,Classification,Maximize,0.5,10,0.036,0.0315,0.9,0.7873,0.008,0.0121,0.445,0.2849,,15.08971881866455,,,,,,,,,,,,1.1399930715560913,,,,,,,,,,,,,,,12.8439,,,,,,,,,,,,0.7009,,,,,,,,,,,,,,"[0.08, 0.0, 0.04, 0.0, 0.0, 0.08, 0.0, 0.12, 0.04, 0.0]","[0.04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04, 0.0, 0.0]",0,,,,,,,,0.12936076521873474,-20.0,0.927679181098938,0.009916665963828564,,,,0.001500000013038516,,,,,,0.05580507591366768,0.004707302898168564,0.5780665874481201,,,0.0013333333190530539,,,,,,,,1.6374,0.0,0.0629,0.0104,,,,0.0013,,,,,,0.0631,0.0071,0.2913,,,0.0018,-0.9887498,0.06333333,0.71075,0.15391667,0.0,0.0,0.0,0.0,0.0057111112,0.06592534,0.00066686515,0.12178014,0.0,0.0,0.008321171,0.0,1.2109,0.0566,0.2463,0.0552,0.0,0.0,0.0,0.0,0.0054,0.0723,0.0006,0.0895,0.0,0.0,0.0085,0.0
DQN,fps,Synchronized,Ordinal,Classification,Maximize,1.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.1675,0.0527,,0.0,,,,,,,,,,,,1.8267500400543213,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.2083,,,,,,,,,,,,,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,,,,,,,,-0.0548180416226387,-20.0,0.9141708612442017,0.014166668057441711,,,,0.0,,,,,,0.046343844383955,0.006840603891760111,0.8573060035705566,,,0.0018333334010094404,,,,,,,,0.2628,0.0,0.0381,0.0054,,,,0.0,,,,,,0.0134,0.0032,0.0484,,,0.0013,0.1191509,0.08575,0.5575,0.113,0.0,0.0,0.0,0.0,0.00024999998,0.07921348,0.00030324075,0.1880176,0.0,0.0,0.009976918,0.0,0.2855,0.0444,0.2131,0.05,0.0,0.0,0.0,0.0,0.0004,0.0378,0.0004,0.0445,0.0,0.0,0.0091,0.0
DQN,fps,Asynchronized,Ordinal,Classification,Maximize,0.0,10,0.04,0.027,0.9,0.6264,0.2775,0.2448,0.2775,0.2448,,11.351110458374023,,,,,,,,,,,,1.589333176612854,,,,,,,,,,,,,,,7.2853,,,,,,,,,,,,0.6586,,,,,,,,,,,,,,"[0.04, 0.0, 0.04, 0.0, 0.08, 0.0, 0.08, 0.0, 0.08, 0.08]","[1.0, 0.425, 0.55, 0.575, 0.05, 0.025, 0.025, 0.025, 0.025, 0.075]",0,,,,,,,,-0.5592058897018433,-20.00003433227539,0.9318625330924988,0.008750000037252903,,,,0.0016666667070239782,,,,,,0.06366188824176788,0.0009775531943887472,0.7341185808181763,,,0.0010000000474974513,,,,,,,,2.2113,0.0001,0.0432,0.0047,,,,0.0011,,,,,,0.0476,0.0006,0.249,,,0.001,-0.88943636,0.070750006,0.79125,0.16791669,0.0,0.0,0.0,0.0,0.0046111112,0.025766417,0.00034451656,0.13830313,0.0,0.0,0.0015583334,0.0,0.6853,0.067,0.1187,0.0316,0.0,0.0,0.0,0.0,0.0035,0.0264,0.0004,0.0858,0.0,0.0,0.0024,0.0
DQN,fps,Asynchronized,Ordinal,Classification,Maximize,0.5,10,0.0,0.0,0.0,0.0,0.8525,0.1567,0.8525,0.1567,,0.0,,,,,,,,,,,,0.23466667532920837,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.2015,,,,,,,,,,,,,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3, 0.7, 0.975, 0.825, 0.875, 0.85, 1.0, 1.0, 1.0, 1.0]",0,,,,,,,,2.4078457355499268,-20.0,0.989437460899353,0.0019166667480021715,,,,0.0,,,,,,0.0344763807952404,0.0011199616128578782,0.195499986410141,,,0.00033333332976326346,,,,,,,,0.836,0.0,0.023,0.0041,,,,0.0,,,,,,0.044,0.0008,0.1524,,,0.0008,-0.32316488,0.004166667,0.75208336,0.13500002,0.0,0.0,0.0,0.0,0.00016666666,0.00586317,0.0,0.021862175,0.0,0.0,0.0014271947,0.0,1.4047,0.0064,0.2467,0.0747,0.0,0.0,0.0,0.0,0.0003,0.0067,0.0,0.0396,0.0,0.0,0.0032,0.0
DQN,fps,Asynchronized,Ordinal,Classification,Maximize,1.0,10,0.0,0.0,0.0,0.0,0.895,0.1025,0.895,0.1025,,0.0,,,,,,,,,,,,0.221333310008049,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.199,,,,,,,,,,,,,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.925, 1.0, 1.0, 0.95, 1.0, 0.675, 0.925, 1.0, 0.875, 0.6]",0,,,,,,,,1.0748522281646729,-20.0,0.9996749758720398,8.333333244081587e-05,,,,0.0,,,,,,0.034106530249118805,0.0005596388364210725,0.18433110415935516,,,0.0,,,,,,,,1.6458,0.0,0.0007,0.0002,,,,0.0,,,,,,0.0293,0.0005,0.1448,,,0.0,-0.50692284,0.0016666667,0.59499997,0.12400001,0.0,0.0,0.0,0.0,0.00024999998,0.008270889,8.333333e-05,0.0009180556,0.0,0.0,0.0,0.0,1.1634,0.0038,0.2586,0.0678,0.0,0.0,0.0,0.0,0.0004,0.0104,0.0002,0.0021,0.0,0.0,0.0,0.0
DQN,fps,Synchronized,Ordinal,Classification,Minimize,0.5,8,0.015,0.0249,0.375,0.622,0.015,0.0249,0.8469,0.1659,,6.334583282470703,,,,,,,,,,,,1.4917082786560059,,,,,,,,,,,,,,,10.1253,,,,,,,,,,,,0.4316,,,,,,,,,,,,,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04, 0.08]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04, 0.08]",0,,,,,,,,-0.7914555072784424,-20.0,0.9653593301773071,0.004895833320915699,,,,0.0006249999860301614,,,,,,0.020868733525276184,0.0012068080250173807,0.8650466799736023,,,0.00020833333837799728,,,,,,,,1.4627,0.0,0.0359,0.0045,,,,0.001,,,,,,0.0272,0.0015,0.1628,,,0.0005,-1.379188,0.061458334,0.85093737,0.19125,0.0,0.0,0.0,0.0,0.0023958334,0.01261482,0.00018055557,0.28874564,0.0,0.0,0.00234375,0.0,1.8548,0.0644,0.1061,0.0259,0.0,0.0,0.0,0.0,0.0032,0.0152,0.0002,0.183,0.0,0.0,0.0036,0.0
DQN,fps,Synchronized,Ordinal,Classification,Minimize,1.0,10,0.056,0.0336,1.4,0.8397,0.052,0.0332,0.745,0.1586,,21.884998321533203,,,,,,,,,,,,2.2400002479553223,,,,,,,,,,,,,,,13.7217,,,,,,,,,,,,0.5713,,,,,,,,,,,,,,"[0.12, 0.0, 0.12, 0.04, 0.0, 0.08, 0.04, 0.08, 0.0, 0.08]","[0.12, 0.0, 0.12, 0.04, 0.0, 0.08, 0.04, 0.08, 0.0, 0.04]",0,,,,,,,,-0.975650429725647,-20.0,0.7242375612258911,0.03927500173449516,,,,0.002333333482965827,,,,,,0.09541373699903488,0.004611794836819172,0.7673360109329224,,,0.0064999996684491634,,,,,,,,0.9527,0.0,0.1187,0.0185,,,,0.0014,,,,,,0.0329,0.0029,0.1458,,,0.0036,-1.2968651,0.087500006,0.7875833,0.15866669,0.0,0.0,0.0,0.0,0.013458332,0.07648815,0.000972212,0.30740094,0.0,0.0,0.07025947,0.0,0.9411,0.0686,0.1464,0.0299,0.0,0.0,0.0,0.0,0.0085,0.0274,0.0006,0.141,0.0,0.0,0.0544,0.0
DQN,fps,Asynchronized,Ordinal,Classification,Minimize,0.5,9,0.0044,0.0102,0.1111,0.2562,0.8444,0.2042,0.8444,0.2042,,1.977036952972412,,,,,,,,,,,,1.7833704948425293,,,,,,,,,,,,,,,4.5591,,,,,,,,,,,,0.6746,,,,,,,,,,,,,,"[0.04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.15, 0.975, 0.975, 0.8, 0.925, 0.95, 0.925, 0.95, 0.95]",0,,,,,,,,-0.42912089824676514,-20.0,0.8968888521194458,0.013703704811632633,,,,0.0001851851848186925,,,,,,0.048857007175683975,0.001593223074451089,0.874666690826416,,,0.0016666667070239782,,,,,,,,1.083,0.0,0.1011,0.011,,,,0.0004,,,,,,0.0319,0.0009,0.2025,,,0.0016,0.09476596,0.0925926,0.76712954,0.14990744,0.0,0.0,0.0,0.0,0.00037037037,0.02713785,0.00018518518,0.17675911,0.0,0.0,0.025537627,0.0,1.2015,0.0899,0.2322,0.0677,0.0,0.0,0.0,0.0,0.0005,0.011,0.0004,0.1162,0.0,0.0,0.0264,0.0
DQN,fps,Asynchronized,Ordinal,Classification,Minimize,1.0,9,0.0,0.0,0.0,0.0,0.7667,0.1803,0.7667,0.1803,,0.0,,,,,,,,,,,,1.3782408237457275,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.4274,,,,,,,,,,,,,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9, 0.675, 0.175, 0.8, 0.85, 0.85, 0.875, 0.95, 0.825]",0,,,,,,,,-0.20014670491218567,-20.0,0.9278056025505066,0.009537037461996078,,,,0.0,,,,,,0.0263366736471653,0.00149844354018569,0.8256504535675049,,,0.0016666667070239782,,,,,,,,0.6552,0.0,0.0565,0.006,,,,0.0,,,,,,0.0269,0.0009,0.1457,,,0.0011,0.8407755,0.044444446,0.80888885,0.1477778,0.0,0.0,0.0,0.0,0.00046296298,0.054581482,0.00027777778,0.13326305,0.0,0.0,0.00790241,0.0,0.9721,0.0582,0.1648,0.0595,0.0,0.0,0.0,0.0,0.0011,0.0327,0.0003,0.1104,0.0,0.0,0.0086,0.0
Explore,fps,Synchronized,Ordinal,Classification,Maximize,0.0,9,0.1822,0.0312,4.5556,0.7793,0.0578,0.0489,0.1804,0.0683,,35.831565856933594,,,,,,,,,,,,2.653367042541504,,,,,,,,,,,,,,,68.3724,,,,,,,,,,,,2.7475,,,,,,,,,,,,,,"[0.2, 0.2, 0.16, 0.16, 0.24, 0.12, 0.16, 0.16, 0.24]","[0.16, 0.0, 0.08, 0.0, 0.04, 0.0, 0.12, 0.0, 0.12]",0,,,,,,,,0.4144529700279236,-20.00189208984375,0.7281652688980103,0.03304851055145264,,,,0.025632373988628387,,,,,,0.11593274027109146,0.004473731853067875,0.5128850340843201,,,0.009186353534460068,,,,,,,,2.5125,0.024,1.5583,0.1337,,,,0.0278,,,,,,0.068,0.0044,1.0795,,,0.1167,-1.995648,0.1273961,0.90844536,0.17398828,0.0,0.0,0.0,0.0,0.09129748,0.2134516,0.007994601,0.2937858,0.0,0.0,0.050448444,0.0,2.6351,0.755,0.0561,0.3398,0.0,0.0,0.0,0.0,0.0872,0.5606,0.002,0.0982,0.0,0.0,0.0956,0.0
Explore,fps,Synchronized,Ordinal,Classification,Maximize,0.5,10,0.204,0.0436,5.1,1.0901,0.112,0.0443,0.3409,0.1362,,43.88268280029297,,,,,,,,,,,,2.403162717819214,,,,,,,,,,,,,,,12.7045,,,,,,,,,,,,0.2582,,,,,,,,,,,,,,"[0.28, 0.2, 0.28, 0.2, 0.24, 0.16, 0.24, 0.08, 0.16, 0.2]","[0.16, 0.08, 0.2, 0.12, 0.12, 0.08, 0.2, 0.0, 0.08, 0.08]",0,,,,,,,,0.26311784982681274,-20.00004005432129,0.6130303144454956,0.03452089801430702,,,,0.009470667690038681,,,,,,0.12990015745162964,0.008622138760983944,0.48294246196746826,,,0.005744060035794973,,,,,,,,0.1829,0.0001,0.0901,0.0131,,,,0.003,,,,,,0.0301,0.0023,0.0924,,,0.004,-2.0783339,0.2786876,0.8702586,0.18804468,0.0,0.0,0.0,0.0,0.06596982,0.19202892,0.003167358,0.3536119,0.0,0.0,0.034637265,0.0,0.1263,0.0887,0.0166,0.0264,0.0,0.0,0.0,0.0,0.0215,0.0351,0.0017,0.0643,0.0,0.0,0.021,0.0
Explore,fps,Synchronized,Ordinal,Classification,Maximize,1.0,10,0.188,0.0406,4.7,1.0145,0.168,0.0422,0.3221,0.0913,,30.401771545410156,,,,,,,,,,,,2.3727002143859863,,,,,,,,,,,,,,,9.4176,,,,,,,,,,,,0.2334,,,,,,,,,,,,,,"[0.2, 0.16, 0.24, 0.16, 0.12, 0.16, 0.16, 0.2, 0.16, 0.32]","[0.16, 0.12, 0.2, 0.16, 0.12, 0.16, 0.12, 0.16, 0.16, 0.32]",0,,,,,,,,0.293883353471756,-20.000003814697266,0.5998146533966064,0.031584661453962326,,,,0.009686946868896484,,,,,,0.10498595237731934,0.00852913036942482,0.5216808319091797,,,0.006663679610937834,,,,,,,,0.1618,0.0,0.0645,0.006,,,,0.0032,,,,,,0.0209,0.0019,0.059,,,0.0042,-2.280741,0.2636885,0.885168,0.19594193,0.0,0.0,0.0,0.0,0.0722756,0.23293726,0.003438181,0.33903182,0.0,0.0,0.021222847,0.0,0.1645,0.0497,0.0147,0.0221,0.0,0.0,0.0,0.0,0.0274,0.0311,0.0015,0.0181,0.0,0.0,0.0074,0.0
Explore,fps,Asynchronized,Ordinal,Classification,Maximize,0.0,8,0.175,0.0306,4.375,0.7659,0.0312,0.033,0.1717,0.0759,,35.831565856933594,,,,,,,,,,,,2.653367042541504,,,,,,,,,,,,,,,68.3724,,,,,,,,,,,,2.7475,,,,,,,,,,,,,,"[0.2, 0.2, 0.16, 0.16, 0.24, 0.12, 0.16, 0.16]","[0.1, 0.0, 0.05, 0.0, 0.025, 0.0, 0.075, 0.0]",0,,,,,,,,0.4144529700279236,-20.00189208984375,0.7281652688980103,0.03304851055145264,,,,0.025632373988628387,,,,,,0.11593274027109146,0.004473731853067875,0.5128850340843201,,,0.009186353534460068,,,,,,,,2.5125,0.024,1.5583,0.1337,,,,0.0278,,,,,,0.068,0.0044,1.0795,,,0.1167,-1.995648,0.1273961,0.90844536,0.17398828,0.0,0.0,0.0,0.0,0.09129748,0.2134516,0.007994601,0.2937858,0.0,0.0,0.050448444,0.0,2.6351,0.755,0.0561,0.3398,0.0,0.0,0.0,0.0,0.0872,0.5606,0.002,0.0982,0.0,0.0,0.0956,0.0
